"id","userId","nickname","likedCount","content","time"
"37","630645081","Mary_青","4","像风走了八千里 不问归期
我还是很喜欢你
像云漂泊九万里 不曾歇息
我还是很喜欢你
像雨洒落在热带与极地不远万里
我还是很喜欢你，
像鲸沉于海底温柔呼吸，痴极嗔极...","27/3/2019 20:54:50"
"38","466512191","梏亦","2","呵呵","27/3/2019 20:34:17"
"39","553948550","那个谁我叫你三声你敢答应吗","0","还是好听的啊(๑‾ ꇴ ‾๑)","27/3/2019 19:57:05"
"40","340287701","如汜","2","风还能触摸到你，我不能","27/3/2019 19:42:00"
"41","272702279","7岁的Garconne","1","看到同名的来了[可爱]","27/3/2019 19:39:42"
"42","321441676","-小懒喵-","9","和这首歌有关系吗","27/3/2019 19:22:15"
"43","1492791181","v墨羽v","5","“星星会不会趁着人间的烟火坠落时，偷偷溜下来见想见的人。” ​​​","27/3/2019 19:08:23"
"44","1681421265","冰凌空","4","我还是很喜欢你，像风走了八千里，不问归期","27/3/2019 19:08:12"
"45","1395254427","-这里zeng机智","1","“我喜欢你 像风走了八千里 不问归期.”","27/3/2019 18:05:08"
"46","1429167476","忏-再見-絕望少年-_-","1","才出来的，必须支持，这可是网易云推荐的[憨笑]","27/3/2019 17:55:01"
"47","136728691","bubunnketu","1","对你的感觉，随风而逝","27/3/2019 17:46:20"
"48","1787077304","龙傲天痕","0","好听好听","27/3/2019 17:03:13"
"49","125690121","月悦乐悦","39","我总结一下
独立音乐人花大爷的歌曲与其他旋律“相似”的歌曲
小相思—— '  
杀死那朵花—— 
去问猫耳朵——小小恋歌
活该——再也不会遇见第二个她
还好有你——   
南来北往——青い宝
出山—— 
@网易云音乐
大家复制一下吧，可能会被删","27/3/2019 15:14:41"
"50","1594077959","汪怼怼吖","1","你，就像风走了八千里，可我怎样都追不上你……","27/3/2019 12:47:56"
"51","534184127","今天也喜欢路鸣泽","2","来啦！！！","27/3/2019 10:15:10"
"52","102172505","喂你别忘记我","5","再见已是陌生人，还能说出喜欢来么？不问，不说","27/3/2019 06:55:29"
"53","1395631637","彳亍小朋友啊","1","不问归期","27/3/2019 06:45:59"
"54","1315997257","呵哈先生","0","第十六","27/3/2019 06:35:26"
"55","405514614","Mking鱼","0","奈斯","27/3/2019 06:22:28"
"56","545432090","九州览岳","0","就喜欢你   情难自己   千言万语","27/3/2019 06:04:17"
"57","1344716045","亿只孤独的鬼","0","夜猫子一群","27/3/2019 04:39:01"
"58","1510226258","那个爱抽烟的萝莉","0","早安","27/3/2019 04:19:33"
"59","1641633490","一子庸一","1","嘿嘿。爱你，像风走了八千里。","27/3/2019 03:14:05"
"60","419175926","晚万童鞋w","1","前排","27/3/2019 02:13:23"
"61","136169921","折葵枝","0","爱了爱了！[多多亲吻]","27/3/2019 01:48:08"
"62","1506289341","何苏黎","0","前排，跟上队伍","27/3/2019 01:34:50"
"63","85681518","曲画鸢","1","前排啊~~","27/3/2019 01:29:56"
"64","284385401","初茶慕雪","0","第三么！","27/3/2019 01:28:38"
"65","250484302","付鸿辉","1","第二，","27/3/2019 01:25:18"
"66","252428299","唯爱与梦不负","2","第一，等你很久了！！！","27/3/2019 01:24:39"
"67","1726138078","花上莫如殇","0","终于轮到我混脸熟了，今晚消费由我买单，当然我会从消防通道走的[奸笑]","20/3/2019 16:28:53"
"68","567919603","新垣结衣最爱的人","13","我是中国歌手王胜男。

版权是我用$199美金买的。

是我加了自己的旋律和歌词进去还找我朋友一起唱。

这首歌在中国只是稍微有点受欢迎。

我们是音乐人。

网民们莫名其妙要对此事提出争议。

我们发表的东西已经改动过。

希望能够理解我们的观点，想到怎样解决就请联系我。","18/3/2019 12:17:10"
"69","562219188","打爆你的小脑袋瓜","2"," .道歉了吗","16/3/2019 12:29:16"
"70","1377644679","我耳鸣请安静","0","几分熟啊？","10/3/2019 07:14:30"
"71","580351745","暴-富-暴-富","0","果然是我选的颜色","9/3/2019 11:38:30"
"72","1769681113","绷带里的不是木头","0","抢个座位","8/3/2019 22:03:56"
"73","1295933268","星界跃动","0","第一次","8/3/2019 13:08:24"
"74","1419947200","sunbingjie","0","排排坐","8/3/2019 07:23:52"
"75","1601875956","雨无蘅","0","34这个位置也不错","8/3/2019 06:52:00"
"76","424178278","韩勋勋","0","后排坐坐","8/3/2019 05:33:28"
"77","369486358","荣耀灬闪闪","0","32看不到啊","7/3/2019 23:11:22"
"78","512831569","泡沫鱼o0","0","第31","7/3/2019 23:07:17"
"79","1526516101","0号长老","0","第30","7/3/2019 19:42:49"
"80","1334262309","南浔逽","0","排排坐 等娚娚","7/3/2019 18:59:33"
"81","1372742566","熊孩子_孩子王","1","我有点懵 才发两天的歌能进日推的吗 我的日推里居然有这首新歌 天啊 爱了","7/3/2019 17:22:12"
"82","1511043523","愿得一学霸教我物理化123","0","支持支持[多多调皮][多多调皮]","5/3/2019 12:26:05"
"83","304963638","Tomato-Li","1","我后排了，哈哈哈哈","4/3/2019 23:41:25"
"84","1527291957","是无药药吖","1","我后排坐坐！！","4/3/2019 23:01:35"
"85","83917931","大型曲库","1","前奏就很不错","4/3/2019 22:55:50"
"86","502615307","小花花花花1203","0","好听鸭","4/3/2019 22:11:35"
"87","566591507","老白永恒的瞬间","0","哎哟，我在前排啊，","4/3/2019 21:44:56"
"88","424426528","綠毛關二爺","0","真好","4/3/2019 18:56:12"
"89","1483061078","殇whiskey","0","好听！前排！！","4/3/2019 18:51:43"
"90","304715654","我想偷偷看着谁","0","歌曲0?","4/3/2019 16:15:12"
"91","1332551374","落柒鸭","0","来了","4/3/2019 15:15:48"
"92","289893053","才子UK","0","支持","4/3/2019 15:02:15"
"93","289893053","才子UK","0","打卡打卡","4/3/2019 15:02:05"
"94","1728759132","今菲熙比1918","0","前排吗？发新歌推送不错哦[呲牙]","4/3/2019 14:26:05"
"95","1693807985","信科-19大魔王","2","胜娚我爱你(ღ♡‿♡ღ)。。。。。的歌","4/3/2019 13:42:50"
"96","50098443","请努力迎接我蹩脚的温柔吧","0","一个月！","4/3/2019 13:42:41"
"97","640690887","陈兰樱","0","来了来了","4/3/2019 13:38:18"
"98","385316396","六翼使徒S","1","[撇嘴]有戏","4/3/2019 13:34:27"
"99","268414276","墨溪晓凡","1","好听啊","4/3/2019 13:34:12"
"100","481324079","丧鸿宇","1","盘他","4/3/2019 13:33:00"
"101","493302619","陈宽涛","0","陈","4/3/2019 13:32:06"
"102","1466513572","想不到看不穿","0","走一波","4/3/2019 13:32:03"
"103","1629243967","梨涡里的猫","1",,"4/3/2019 13:31:48"
"104","365443374","步履已蹒跚","0","前三","4/3/2019 13:30:52"
"105","410652763","余共清欢","0","混眼熟","4/3/2019 13:30:30"
"106","429439137","独孤点雪","0","留名","4/3/2019 13:26:27"
"107","1553929642","我想我愿意爱你","0","来啦","26/2/2019 22:55:43"
"108","583583556","一名优秀的带菌少年","0","图片的衣服好骚喔","25/2/2019 02:11:08"
"109","396282292","你想不想吃橘子","0","曲调梦幻迷离，就是歌手名字有点土","24/2/2019 20:23:01"
"110","315631197","我想看一看这个名字能够起多长","2","独具一格，棒","22/2/2019 11:13:02"
"111","292644365","坐在那里的先生","0","听了十多遍了，停不下来了[呆]","19/2/2019 21:59:49"
"112","1385342082","路过全世界的路人甲","0","好","15/2/2019 12:41:01"
"113","395158954","Sleeveca","0","剩男。。。。","14/2/2019 18:15:32"
"114","346660995","请记住我喜欢大白腿","0","给力","6/2/2019 12:33:45"
"115","1288120219","韩信的腿毛最迷人","0","荒野的一日梦 如那昨日的春风","1/2/2019 12:07:45"
"116","350206282","别赖我啊","0","我要抱抱～","28/1/2019 14:43:49"
"117","350206282","别赖我啊","0","我喜欢 你！","28/1/2019 14:43:31"
"118","504599247","刂巾丶哥欠","0","小雷推荐来听的，这词有点污，还是我有点污，哈哈","28/1/2019 11:10:03"
"119","381465723","萌翻全场q","1","荒野的一寸梦，如那昨日的春风","28/1/2019 10:34:47"
"120","289893053","才子UK","1","打卡打卡，好听哈哈哈哈","27/1/2019 16:16:28"
"121","401731106","无限RE0","4","梦幻嗜睡种倒影，朦胧看不清，你是，荒野的一寸梦","27/1/2019 13:48:44"
"122","1744668975","X-MAN190127","0","好听","27/1/2019 13:43:26"
"123","453004042","臫鉯為昰","0","荒野的一寸梦 求生的一把枪","27/1/2019 13:26:08"
"124","350206282","别赖我啊","0","娚姐！","27/1/2019 13:14:36"
"125","1571712878","随遇180825","0","很喜欢！很棒","27/1/2019 09:10:06"
"126","500728126","四季奶青去冰混珠三分甜","0","来了","27/1/2019 08:19:15"
"127","119500445","蘅芜真菌","0","[多多捂脸][多多捂脸][多多捂脸][多多捂脸]","26/1/2019 22:52:55"
"128","294671999","Kyned","0","强的一批","26/1/2019 22:06:34"
"129","1513054096","13433223","0","我是第几了多","24/3/2019 22:52:40"
"130","381501492","先进文明个人","0","不错","18/1/2019 22:09:20"
"131","1449788602","周哥1979","0","[多多大笑]","18/1/2019 07:15:32"
"132","498381131","小水儿同学","0","谢谢你鸭","16/1/2019 12:36:28"
"133","1310129629","胜娚崽的亲妈粉","0","高考加油鸭！","16/1/2019 08:23:54"
"134","1477664245","想上王者想变有钱还有帅的女孩","0","15啊，一个很喜欢的数字","16/1/2019 01:09:22"
"135","1301216920","子云清流","1","知道图是意思","16/1/2019 00:54:34"
"136","1527291957","是无药药吖","0","13报到","16/1/2019 00:00:10"
"137","1555963383","PLAY_RONIN","0","十二 你们觉得取什么名字更好呢","15/1/2019 23:21:31"
"138","1580024629","蔚晴ing","0","十一！...注定单身吗","15/1/2019 23:14:53"
"139","498381131","小水儿同学","0","第十 十全十美吧高考加油！","15/1/2019 22:46:58"
"140","536731214","克己并慎独","0","九","15/1/2019 22:37:38"
"141","258315025","慝特","0","第八！","15/1/2019 22:33:21"
"142","124039526","miu忘川","0","第七！！","15/1/2019 22:06:56"
"143","1676397156","想带你看星空满天","0","第六！","15/1/2019 21:51:05"
"144","9070951","南无光光","0",",耐听~","15/1/2019 21:48:54"
"145","607440996","凉雨花","0","第四","15/1/2019 21:25:14"
"146","341912139","可乐味的肥宅快乐水","0","第三
第三
第三","15/1/2019 21:23:43"
"147","1350453004","带着伊藤诚听歌","0","第二

第二","15/1/2019 21:17:03"
"148","1310129629","胜娚崽的亲妈粉","0","第一！","15/1/2019 21:10:05"
"149","50919512","后腰不疼纠胡子","0","陪，我陪","17/11/2018 15:31:15"
"150","62754797","花开淡沫","0","好听呀","29/10/2018 10:11:00"
"151","293014445","你小喵哥哥","0","歌名就很好听。才开始听歌","26/10/2018 08:44:20"
"152","1527291957","是无药药吖","0","明天最后两科！考完就陪！[跳舞][跳舞]","25/10/2018 23:19:48"
"153","1455397263","7538-98-","0","陪呀 一起看星星的人越来越少了","25/10/2018 19:39:57"
"154","583137633","老半仙的第二个小号","1","我是星星，我只能高高挂在你可以看见的空中，但是却无法下落，因为，我怕伤害到陪你一起看我的人。","25/10/2018 19:35:12"
"155","483583432","隔壁你刘","0","好听(*Ü*)ﾉ☀，对了歌词","25/10/2018 18:51:19"
"156","366730561","SUN浪涌","0","陪我做作业","25/10/2018 18:44:18"
"157","474915118","Dou梓月","1","高三狗在上晚自习","25/10/2018 18:39:01"
"158","80375","胜娚贞德","12","就说你，陪不陪吧！","25/10/2018 18:10:20"
"159","78827770","哲人式","0","什么时候再来重庆啊~","18/10/2018 16:06:04"
"160","583137633","老半仙的第二个小号","0","高产也","14/10/2018 15:04:19"
"161","96566087","不四七","0","[强][强][强]","14/10/2018 00:01:40"
"162","298188260","独守那个你","0","晚安","13/10/2018 23:06:47"
"163","3205588","范希哲-本人","0","早点休息，晚安","13/10/2018 23:01:24"
"164","440648899","叫我好听哥","0","睡觉了！","13/10/2018 22:57:24"
"165","508564231","庭前棠樾Ty","0","那就早点睡吧，晚安啊","13/10/2018 21:57:41"
"166","1301488029","后脑勺的发际线","0","好听～","13/10/2018 21:51:24"
"167","80375","胜娚贞德","18","王警官，有点累了。先去休息了…","13/10/2018 21:18:28"
"168","560564431","水星上的孤独者","0","呀","24/2/2019 14:54:40"
"169","473481707","青年路的归人","0","留下小秘密～","11/2/2019 13:29:33"
"170","485788006","芯巴巴巴","0","王警官我喜欢您！！！❤️✨❤️✨❤️","30/11/2018 10:46:53"
"171","333969408","鹅鹅鹅鹅哇","0","王警官晚安","16/11/2018 23:29:52"
"172","267216500","鑫美Amo","0","[女孩][男孩]可爱","26/10/2018 09:53:30"
"173","83281243","两万多2017污水塘","1","夏天夏天悄悄过去","15/10/2018 01:30:25"
"174","70271390","杨子john","1","嘿！好！嘿！漂亮！","8/10/2018 20:45:07"
"175","440648899","叫我好听哥","5","王警官，你的999+到了，给个五星好评阿！","6/10/2018 23:05:02"
"176","1527291957","是无药药吖","1","好，我们也爱你吖小朋友","6/10/2018 22:37:58"
"177","1527291957","是无药药吖","1","阔爱的小孩子","6/10/2018 22:37:21"
"178","1527291957","是无药药吖","1","回家了！来了来了","6/10/2018 22:37:07"
"179","440648899","叫我好听哥","2","太可爱了8","6/10/2018 22:12:04"
"180","1310129629","胜娚崽的亲妈粉","1","你们️坏坏！","6/10/2018 20:27:18"
"181","333385107","哈哈哈哈红红火火恍恍惚惚1","1","[呲牙][呲牙]","6/10/2018 20:02:59"
"182","541337998","关山十路","1","[大笑][大笑][大笑][大笑]","6/10/2018 19:52:34"
"183","137423632","无所事事宋兆阳","1","先留名！","6/10/2018 19:51:48"
"184","294151452","四乖阿","1","哇！！！","6/10/2018 19:46:12"
"185","562545763","原来旅人阿","1","太可爱了叭！！！","6/10/2018 18:59:33"
"186","450067126","等花满枝桠","0","夜不可久深情，唯恐大梦一场…","8/10/2018 09:46:10"
"187","1333753814","闻娅湘振仙梦","0","我是看到(王胜)男这撞了的名进去了","3/10/2018 19:24:42"
"188","1310129629","胜娚崽的亲妈粉","0","很多闪光点！！！！","3/10/2018 00:35:31"
"189","1310129629","胜娚崽的亲妈粉","0","崽！电台，唱歌，吉他，编曲作词，现在还有小说！你果然背着我藏了很大闪光点！","3/10/2018 00:35:15"
"190","449960765","-俗人阿-","1","这本小说成功引起了我的注意","2/10/2018 22:02:13"
"191","449960765","-俗人阿-","1","看到专辑介绍······咳咳，社交网名是菠萝的我有一丝懵逼和方张","2/10/2018 21:58:44"
"192","1513075293","月白云舒_","0","是啊[大哭]","2/10/2018 18:53:04"
"193","571937042","房东的一只喵喵","0","百家男","2/10/2018 16:33:41"
"194","80375","胜娚贞德","2","王胜男 李胜男 张胜男 包胜男 闫胜男 … 我就问问还有什么男？","2/10/2018 15:33:25"
"195","124976708","一颗放空的脑袋","0","火钳留名","2/10/2018 13:47:41"
"196","443406835","sea------","0","第一次听，","2/10/2018 12:54:41"
"197","619062118","许山高碰到粥打野","2","喜欢出山～","2/10/2018 12:48:30"
"198","77251725","下晚自习一起去喝奶茶好不好","0","太好听啦","2/10/2018 12:08:44"
"199","455276709","往沨","0","好听好听(ง •̀_•́)ง","2/10/2018 11:43:48"
"200","422431033","梅龙尼卡称","4","打那么多字的时候就被别人抢掉了沙发[大哭][大哭]","2/10/2018 11:41:39"
"201","422431033","梅龙尼卡称","0","十一？","2/10/2018 11:40:40"
"202","135355745","晶蹦钵灵星星","0","胜男又出来啦！爱你爱你爱你❤","2/10/2018 10:18:12"
"203","28697336","弹琴的灵猫","2","胜男加油鸭，真的出山啦","2/10/2018 01:08:20"
"204","609084360","易只烊的六个桃子","2","出山了！！！","1/10/2018 18:33:31"
"205","1400339951","好好学习不要熬夜","0","真好听呀","1/10/2018 06:56:08"
"206","440648899","叫我好听哥","0","好听阿，小姐姐。","1/10/2018 00:28:18"
"207","614072267","侧耳倾听QL","1","[爱心]","30/9/2018 23:25:54"
"208","1513075293","月白云舒_","0","我是第一吗？我是。啊啊啊啊啊啊啊啊！日常感情变质，好听到爆(ง •̀_•́)ง打","30/9/2018 21:33:58"
"209","116498712","叫声老爷我是兔子","0","真好","30/9/2018 21:33:32"
"210","1310129629","胜娚崽的亲妈粉","1","答案，妈妈陪你一起找！崽崽！","3/10/2018 00:36:17"
"211","80331974","如凬过境","0","[色]","29/9/2018 13:27:59"
"212","292536303","疲惫不堪的兔子布偶","1","坐等小姐姐火","28/9/2018 20:15:14"
"213","309074937","啊嘞我去你的","0","我是第一个收藏的[奸笑]","26/9/2018 23:30:34"
"214","94334546","辕扉","0","等你那一天火了。。。总之我先把沙发占了","25/9/2018 21:40:27"
"215","1395688332","咕咚萌西1024","0","专属于我的沙发[爱心][爱心]","25/9/2018 13:44:25"
"216","333969408","鹅鹅鹅鹅哇","1","我…我我想看你","16/11/2018 23:33:36"
"217","323720488","伍-Echo","0","走啦走啦","14/10/2018 17:14:50"
"218","1310129629","胜娚崽的亲妈粉","0","我就在家煮好饭等你回来吃，给你补身体就好了，","3/10/2018 00:36:50"
"219","374776","微博鹏飞","0","可好听了呢","2/10/2018 01:02:33"
"220","583087","我听着海浪温柔的呼吸","0","我想去看你[吐舌]","27/8/2018 12:41:08"
"221","80375","胜娚贞德","8","我想去纽约看看冰激淋女神像，你呢！","26/8/2018 15:16:07"
"222","593589018","很奇怪的一个娃","0","第十楼的我","26/11/2018 23:36:19"
"223","1310129629","胜娚崽的亲妈粉","0","崽崽，你得早睡早起鸭，如果是工作没办法也没关系，要按时吃饭，好么！","3/10/2018 00:39:23"
"224","1310129629","胜娚崽的亲妈粉","0","如果你睡不着就听凌晨三点半，睡得着也要听凌晨三点半，这样就可以一夜好梦鸭","3/10/2018 00:38:35"
"225","1310129629","胜娚崽的亲妈粉","0","哈哈哈，来迟了鸭，但是还是前十哒！","3/10/2018 00:38:02"
"226","94334546","辕扉","0","等你哪天火了。。总之我先把这一楼位置占了","25/9/2018 21:39:39"
"227","80375","胜娚贞德","2","[可爱]","25/9/2018 10:34:23"
"228","471171564","thruoutin_official","0","混音 母带 来自 工作室","12/7/2018 23:53:35"
"229","350206282","别赖我啊","0","我来！[亲亲]","11/7/2018 01:39:42"
"230","350206282","别赖我啊","1","小姐姐，我喜欢你。","29/6/2018 00:04:40"
"231","350206282","别赖我啊","1","小姐姐，你被琴盒夹了吗～","28/6/2018 23:59:34"
"232","112258205","造飞机的马十三","0","今天在公司睡着了，得明天努力工作了看来","13/6/2018 21:55:44"
"233","80375","胜娚贞德","0","加油 ","13/6/2018 21:51:54"
"234","80375","胜娚贞德","0","  ","13/6/2018 21:51:46"
"235","72847605","BORENCOLLYN","0","胜男啊 你的 中了我的心","12/6/2018 20:14:55"
"236","112258205","造飞机的马十三","0","听首歌再去上班","12/6/2018 06:53:06"
"237","389167133","fmmcyflbv_","0","留名留名啊","1/4/2019 06:46:42"
"238","340632030","MaloneSeven","0","深海鱼⊙∀⊙！","23/3/2019 20:35:45"
"239","394845487","RabbitRinaCatRina","0","你是 天使","25/2/2019 12:58:17"
"240","101899522","wetpaint","17","深海鱼.....","19/2/2019 16:12:55"
"241","341479024","正能量lqy","5","@火星包","5/2/2019 13:58:41"
"242","333969408","鹅鹅鹅鹅哇","2","捡到宝","13/11/2018 13:22:35"
"243","98684034","你看到过我的安妮吗","0","好棒啊 胜男","21/10/2018 23:22:55"
"244","1527291957","是无药药吖","0","有光便会有阴影。愿你有足够的勇气去抵挡不善的黑暗。","3/10/2018 09:36:05"
"245","1310129629","胜娚崽的亲妈粉","1","愿音乐赐我等力量，足以面对这世界所有恶意，而你就是那力量，我们就是守护你的小光芒","2/10/2018 01:04:07"
"246","112258205","造飞机的马十三","0","歌曲都非常不错的","6/6/2018 23:31:12"
"247","250817444","春扎花花","1","下载啦！一会车上听路上都值得期待啦","2/6/2018 10:16:49"
"248","53713850","不得已才起的名字","1","唔，今天才倆个人评论，这张新砖我一直很喜欢的[大笑]","9/5/2018 14:42:26"
"249","350206282","别赖我啊","1","支持胜男 可以大火","9/5/2018 12:20:01"
"250","62294893","啊大婧","1","支持支持支持一下","30/4/2018 21:54:58"
"251","31329285","KSelementSHA","1","胜男王，加油(ง •̀_•́)ง","21/4/2018 22:22:51"
"252","16177969","老玉米corn","1","总有一个歌手，你知道她发片，就第一时间找个咖啡厅马上把专辑听上一遍。","18/4/2018 23:31:52"
"253","471171564","thruoutin_official","1",,"11/4/2018 12:50:47"
"254","291033","heyjudeee","1"," ","10/4/2018 22:29:52"
"255","285533627","_shels","1","不错","10/4/2018 21:42:15"
"256","41093466","瀰生","1","收着明天听","10/4/2018 01:54:23"
"257","7051979","August-空蝉","1","天呐 终于出新砖了","10/4/2018 00:07:07"
"258","45842476","王北文","1","喜欢","9/4/2018 23:23:58"
"259","53713850","不得已才起的名字","1","哇哇哇，新砖[钟情]","9/4/2018 23:18:33"
"260","263677724","神力无限","1","多久了，我都结婚了，第二张","9/4/2018 23:13:37"
"261","256773439","鼓四儿","1",,"9/4/2018 23:06:16"
"262","256773439","鼓四儿","1","大家请爱护这样的王胜男","9/4/2018 23:05:31"
"263","256773439","鼓四儿","1","继续走起来~","9/4/2018 23:05:17"
"264","101044426","兽医扁鹊","1","来了","9/4/2018 21:45:11"
"265","388964874","Sandyo_","2","加油加油加油","9/4/2018 21:21:21"
"266","37110277","坂本先生日常","1","适合夏天的","9/4/2018 21:07:53"
"267","51285448","一只大蟑螂","1","第二","9/4/2018 21:07:18"
"268","80375","胜娚贞德","49","愿音乐赐你能量，以对抗世界的灰暗。","9/4/2018 20:04:51"
"269","516262644","此心安处便是吾乡1314","1","哇哦","24/3/2019 18:03:53"
"270","70198442","莜珺","0","好好听的，一分钟不到就要了我的眼泪","1/3/2018 20:10:28"
"271","80375","胜娚贞德","1","我来看看！","15/2/2018 12:48:39"
"272","42305234","他才不会跟你睡觉_","1",,"8/8/2017 16:11:54"
"273","72261732","喜欢听歌不会唱歌的怪蜀黍","0","加油！","6/8/2017 19:09:58"
"274","137525041","云村第二南优贤吹","1","天呐……我要回去第一张专辑看看词曲都是谁，除了第一张专辑之外所有的专辑都无法欣赏啊。。。","26/6/2017 00:12:35"
"275","83353507","玻璃纸海上的绒布船","0","新专哎","24/6/2017 17:51:51"
"276","349816482","芸兮蔚兮","1","怪小孩加油。","19/6/2017 21:32:36"
"277","33653957","一头Frank","0","胜男不火，天理难容！[呲牙]","16/6/2017 16:43:40"
"278","35215572","佩斯基电台","0","终于！前排关注！好听！","16/6/2017 01:10:42"
"279","17702950","战斗力只有5的渣古","0","恭喜，临沂的大妹子。","16/6/2017 00:28:54"
"280","86420434","放下西凉无人管","0","前排，很舒服的声音","16/6/2017 00:28:47"
"281","1665958","时光蜀黍","0","妹子出新专了","15/6/2017 22:08:42"
"282","101044426","兽医扁鹊","0","来啦！","15/6/2017 21:30:37"
"283","93008534","M吗丁啉","0","豆瓣小站发现的很有意思的歌手","15/6/2017 21:28:42"
"284","1195996","26e3","0","[圈]","15/6/2017 21:24:27"
"285","1064860","吕传义","1","终于出新专了，我喜欢6月，很多很多喜欢的创作人都出新作品了。6月真是个好日子！","15/6/2017 21:10:10"
"286","36412305","啊渣西i","0","12年草莓，第一个听到的歌手，买了签名专辑，还有当时惨不忍睹的屌丝记几的合照，一直关注到今天","15/6/2017 20:52:11"
"287","7012944","昆虫海岛","0","[呆]","15/6/2017 20:51:47"
"288","41093466","瀰生","0","⛅️","15/6/2017 20:41:19"
"289","569864041","骖鸾剑","0","爱死这张专辑了[亲亲]","5/5/2018 00:40:12"
